genre,color,top,left,font_size,run_date
deathstep,"rgb(219, 117, 87)",3718px,620px,101%,20211202
skansk musik,"rgb(172, 126, 10)",7707px,731px,101%,20211202
classical,"rgb(36, 160, 144)",19750px,383px,109%,20211202
uwielbienie,"rgb(112, 150, 11)",13212px,550px,100%,20211202
blues band,"rgb(155, 128, 68)",9136px,892px,100%,20211202
turkish classical performance,"rgb(37, 159, 172)",19439px,536px,100%,20211202
experimental big band,"rgb(109, 128, 99)",14817px,553px,100%,20211202
japanese worship,"rgb(113, 153, 37)",12482px,492px,100%,20211202
german jazz,"rgb(88, 150, 144)",15945px,741px,100%,20211202
yoruba worship,"rgb(177, 123, 12)",10037px,855px,100%,20211202
soul blues,"rgb(114, 132, 18)",14939px,855px,103%,20211202
hungarian punk,"rgb(221, 90, 24)",5158px,462px,100%,20211202
beach music,"rgb(145, 128, 14)",10717px,755px,100%,20211202
belarusian rock,"rgb(188, 118, 19)",5911px,589px,101%,20211202
polish pop,"rgb(164, 135, 12)",6226px,699px,105%,20211202
indie triste,"rgb(83, 161, 19)",14323px,788px,103%,20211202
australian alternative rock,"rgb(177, 119, 29)",8876px,452px,103%,20211202
nhac thieu nhi,"rgb(156, 136, 14)",6639px,950px,100%,20211202
german alternative rock,"rgb(198, 112, 22)",4511px,438px,102%,20211202
turkish pop,"rgb(154, 136, 15)",8628px,693px,109%,20211202
baroque ensemble,"rgb(36, 161, 62)",18604px,391px,100%,20211202
teen pop,"rgb(155, 144, 2)",5932px,821px,102%,20211202
stomp pop,"rgb(170, 127, 41)",7058px,465px,102%,20211202
small room,"rgb(119, 145, 69)",13089px,521px,103%,20211202
wu fam,"rgb(180, 115, 17)",8566px,998px,100%,20211202
jazz funk,"rgb(121, 135, 86)",13866px,874px,104%,20211202
j-rock,"rgb(197, 111, 25)",5425px,423px,108%,20211202
underground rap,"rgb(181, 118, 25)",9715px,1015px,101%,20211202
canadian old school hip hop,"rgb(179, 117, 14)",8517px,1053px,101%,20211202
trap pesado,"rgb(136, 154, 7)",4301px,1186px,102%,20211202
karadeniz pop,"rgb(168, 131, 8)",9024px,797px,101%,20211202
tagalog rap,"rgb(144, 146, 6)",7725px,1027px,103%,20211202
brit funk,"rgb(180, 120, 56)",4433px,952px,101%,20211202
raw black metal,"rgb(198, 60, 151)",9911px,121px,100%,20211202
latin funk,"rgb(174, 124, 38)",7041px,991px,101%,20211202
viral trap,"rgb(160, 143, 29)",4488px,1080px,101%,20211202
pinoy alternative rap,"rgb(165, 134, 18)",6248px,1113px,101%,20211202
rap portuense,"rgb(161, 133, 30)",6969px,1040px,100%,20211202
21st century classical,"rgb(37, 153, 120)",18934px,298px,100%,20211202
irish ballad,"rgb(55, 160, 11)",19117px,486px,100%,20211202
bard,"rgb(93, 145, 14)",15681px,890px,101%,20211202
uplifting trance,"rgb(213, 123, 132)",1628px,586px,104%,20211202
british jazz,"rgb(107, 138, 120)",15163px,738px,101%,20211202
anime piano,"rgb(80, 163, 193)",14431px,574px,101%,20211202
musica lombarda,"rgb(120, 141, 7)",13359px,827px,100%,20211202
hawaiian,"rgb(90, 161, 56)",14591px,678px,101%,20211202
indie hidalguense,"rgb(135, 145, 24)",8554px,685px,100%,20211202
rock quebecois,"rgb(177, 119, 27)",8975px,486px,101%,20211202
j-punk,"rgb(223, 82, 38)",6521px,329px,101%,20211202
korean indie folk,"rgb(86, 164, 43)",13779px,741px,100%,20211202
naat,"rgb(132, 139, 1)",15072px,726px,100%,20211202
eugene indie,"rgb(162, 124, 45)",10827px,490px,101%,20211202
irish pop,"rgb(133, 148, 19)",9456px,615px,104%,20211202
comedie musicale,"rgb(136, 145, 30)",11015px,499px,100%,20211202
cuban alternative,"rgb(157, 134, 27)",11209px,1006px,101%,20211202
finnish worship,"rgb(140, 141, 12)",8370px,604px,100%,20211202
finnish pop,"rgb(164, 133, 7)",6397px,699px,104%,20211202
turkish modern jazz,"rgb(115, 145, 87)",13297px,723px,101%,20211202
kindie rock,"rgb(121, 139, 6)",11947px,1015px,101%,20211202
emo trap en espanol,"rgb(156, 150, 12)",5670px,825px,101%,20211202
kosovan pop,"rgb(173, 132, 9)",5758px,934px,102%,20211202
kannada hip hop,"rgb(166, 140, 4)",8394px,1025px,100%,20211202
australian pop,"rgb(164, 135, 14)",6657px,682px,110%,20211202
indie extremena,"rgb(190, 118, 14)",6103px,536px,101%,20211202
classic nz pop,"rgb(147, 132, 23)",9616px,682px,100%,20211202
brazilian indie rock,"rgb(158, 132, 58)",9899px,433px,100%,20211202
british blues,"rgb(162, 119, 37)",11432px,581px,103%,20211202
belgian pop,"rgb(151, 142, 22)",6122px,792px,103%,20211202
gothic americana,"rgb(141, 133, 39)",12298px,499px,100%,20211202
starogradska,"rgb(125, 146, 13)",14842px,488px,100%,20211202
power pop,"rgb(178, 114, 25)",9508px,467px,104%,20211202
rap metal,"rgb(217, 92, 26)",5213px,450px,110%,20211202
south dakota indie,"rgb(158, 128, 48)",8765px,409px,100%,20211202
taiwan graduation song,"rgb(100, 155, 16)",13631px,548px,100%,20211202
russian pop,"rgb(183, 131, 9)",3692px,842px,107%,20211202
taiwan pop,"rgb(144, 143, 8)",8321px,586px,105%,20211202
arab pop,"rgb(167, 128, 9)",8201px,753px,103%,20211202
capoeira,"rgb(155, 128, 31)",12053px,1058px,100%,20211202
thai trap,"rgb(151, 148, 10)",5982px,1082px,101%,20211202
israeli hip hop,"rgb(173, 132, 20)",6284px,1004px,101%,20211202
surinamese pop,"rgb(156, 139, 11)",11148px,1012px,100%,20211202
gothic rock,"rgb(184, 108, 62)",6262px,362px,101%,20211202
j-reggae,"rgb(192, 130, 14)",4684px,993px,101%,20211202
candomble,"rgb(125, 130, 57)",14779px,975px,100%,20211202
guyanese pop,"rgb(140, 141, 54)",7488px,1097px,100%,20211202
dunedin sound,"rgb(163, 123, 96)",10098px,377px,100%,20211202
rap,"rgb(171, 129, 5)",5654px,1090px,138%,20211202
trio batak,"rgb(161, 142, 6)",5500px,530px,100%,20211202
cumbia andina mexicana,"rgb(161, 148, 13)",9776px,1023px,101%,20211202
abstract idm,"rgb(152, 134, 168)",6458px,609px,100%,20211202
german techno,"rgb(189, 132, 137)",1412px,1056px,105%,20211202
norwegian folk,"rgb(64, 171, 80)",17507px,417px,100%,20211202
german renaissance,"rgb(29, 164, 87)",19750px,250px,100%,20211202
australian jazz,"rgb(77, 154, 128)",16621px,790px,100%,20211202
jazz rock,"rgb(150, 114, 66)",13335px,546px,101%,20211202
karneval,"rgb(186, 113, 5)",6572px,790px,101%,20211202
chinese worship,"rgb(105, 154, 33)",12966px,444px,100%,20211202
radio symphony,"rgb(42, 153, 154)",19276px,295px,100%,20211202
folklore panameno,"rgb(168, 128, 23)",13777px,952px,100%,20211202
indonesian jazz,"rgb(127, 146, 55)",11061px,771px,103%,20211202
swedish pop,"rgb(162, 136, 11)",6695px,675px,110%,20211202
cantautora argentina,"rgb(108, 154, 13)",12843px,814px,100%,20211202
bohol indie,"rgb(151, 138, 14)",7633px,589px,100%,20211202
tropicalia,"rgb(131, 139, 14)",12830px,863px,102%,20211202
classic czech pop,"rgb(132, 138, 7)",13273px,629px,101%,20211202
zambian pop,"rgb(176, 136, 6)",7054px,944px,100%,20211202
kc indie,"rgb(165, 125, 43)",9195px,477px,101%,20211202
russian hip hop,"rgb(172, 135, 11)",7818px,989px,110%,20211202
trombone brasileiro,"rgb(119, 145, 160)",14628px,979px,100%,20211202
jazzy dnb,"rgb(217, 138, 181)",940px,1124px,100%,20211202
polish alternative rock,"rgb(181, 121, 29)",6274px,484px,101%,20211202
turkmen pop,"rgb(151, 139, 14)",9369px,762px,100%,20211202
detroit rock,"rgb(194, 97, 43)",10530px,389px,103%,20211202
pasodobles,"rgb(112, 134, 140)",15125px,688px,100%,20211202
nederpop,"rgb(140, 135, 15)",10532px,604px,103%,20211202
modern alternative rock,"rgb(191, 116, 24)",5399px,407px,114%,20211202
pop rock brasileiro,"rgb(188, 123, 8)",5648px,572px,104%,20211202
gengetone,"rgb(172, 141, 7)",8580px,1086px,100%,20211202
powwow,"rgb(131, 99, 92)",11147px,827px,100%,20211202
rune folk,"rgb(120, 143, 104)",10729px,317px,102%,20211202
fussball,"rgb(200, 101, 45)",6128px,541px,100%,20211202
korean r&b,"rgb(156, 143, 24)",8235px,926px,105%,20211202
bayerischer rap,"rgb(165, 130, 27)",7364px,1115px,101%,20211202
queens hip hop,"rgb(182, 115, 8)",8779px,1069px,107%,20211202
west coast rap,"rgb(173, 122, 7)",4865px,1162px,109%,20211202
icelandic classical,"rgb(41, 161, 169)",17560px,289px,101%,20211202
dutch cabaret,"rgb(117, 117, 4)",14992px,916px,101%,20211202
acoustic rock,"rgb(138, 139, 65)",13089px,635px,101%,20211202
grand rapids indie,"rgb(165, 126, 43)",10851px,514px,100%,20211202
russian romanticism,"rgb(35, 156, 181)",19910px,333px,102%,20211202
sunnlensk tonlist,"rgb(131, 145, 30)",9319px,702px,100%,20211202
frankfurt indie,"rgb(190, 115, 41)",5953px,413px,100%,20211202
connecticut indie,"rgb(153, 132, 42)",11284px,471px,100%,20211202
french baroque,"rgb(43, 159, 106)",18512px,336px,100%,20211202
leicester indie,"rgb(173, 124, 40)",6706px,433px,101%,20211202
dutch prog,"rgb(148, 134, 56)",11545px,503px,100%,20211202
atlanta indie,"rgb(171, 122, 62)",9495px,423px,101%,20211202
australian thrash metal,"rgb(229, 75, 74)",8691px,272px,100%,20211202
garage rock revival,"rgb(200, 103, 33)",8246px,362px,102%,20211202
knoxville indie,"rgb(169, 122, 31)",9646px,475px,100%,20211202
west yorkshire indie,"rgb(189, 110, 26)",8728px,346px,100%,20211202
ny roots,"rgb(155, 134, 33)",10704px,745px,100%,20211202
palestinian alternative,"rgb(130, 142, 25)",11183px,838px,100%,20211202
faroese indie,"rgb(111, 152, 27)",11876px,518px,100%,20211202
aberdeen indie,"rgb(161, 128, 39)",9330px,391px,100%,20211202
fo jing,"rgb(82, 167, 64)",14225px,317px,100%,20211202
malian traditional,"rgb(145, 132, 87)",14887px,1099px,100%,20211202
rap potiguar,"rgb(149, 141, 8)",9079px,1043px,100%,20211202
trap cristao,"rgb(163, 139, 6)",6829px,1040px,100%,20211202
jordanian pop,"rgb(168, 130, 14)",8262px,769px,100%,20211202
levenslied,"rgb(173, 128, 7)",6745px,685px,103%,20211202
yakuza,"rgb(229, 85, 145)",2461px,243px,100%,20211202
namibian pop,"rgb(173, 135, 20)",4891px,1060px,100%,20211202
boston hip hop,"rgb(170, 130, 16)",8445px,994px,103%,20211202
atl hip hop,"rgb(163, 141, 4)",4009px,1055px,114%,20211202
indonesian lo-fi pop,"rgb(86, 164, 16)",13829px,726px,101%,20211202
slow game,"rgb(161, 144, 9)",4750px,1034px,100%,20211202
greek underground rap,"rgb(175, 129, 16)",8492px,1017px,101%,20211202
san diego rap,"rgb(166, 130, 3)",7501px,1101px,101%,20211202
deep deep house,"rgb(172, 142, 200)",515px,1392px,100%,20211202
kuduro,"rgb(180, 141, 122)",1760px,1297px,100%,20211202
german contemporary classical,"rgb(30, 144, 103)",18989px,367px,100%,20211202
hindustani instrumental,"rgb(112, 141, 144)",16957px,738px,100%,20211202
yodeling,"rgb(75, 150, 12)",16792px,902px,101%,20211202
musique pour enfant quebecois,"rgb(121, 141, 9)",12737px,1093px,100%,20211202
murcia indie,"rgb(172, 132, 34)",6434px,492px,101%,20211202
galego,"rgb(145, 137, 34)",11974px,543px,100%,20211202
south african choral,"rgb(103, 134, 5)",15469px,664px,100%,20211202
malagasy pop,"rgb(158, 139, 7)",8704px,904px,100%,20211202
musica sinfonica,"rgb(87, 153, 129)",16831px,336px,100%,20211202
swiss indie folk,"rgb(114, 143, 37)",13187px,576px,100%,20211202
kantele,"rgb(61, 166, 58)",16104px,553px,100%,20211202
native american flute,"rgb(38, 177, 158)",18565px,362px,100%,20211202
microtonal,"rgb(111, 140, 93)",15310px,435px,101%,20211202
stl indie,"rgb(162, 128, 25)",9726px,523px,100%,20211202
latin pop,"rgb(168, 139, 3)",6741px,805px,124%,20211202
nova musica pernambucana,"rgb(148, 139, 35)",9505px,799px,101%,20211202
polish rock,"rgb(176, 121, 23)",7621px,562px,101%,20211202
deep dance pop,"rgb(177, 132, 18)",3478px,778px,100%,20211202
indie fuzzpop,"rgb(163, 134, 48)",7977px,471px,100%,20211202
punk rock italiano,"rgb(218, 96, 14)",5733px,458px,100%,20211202
orquestas de galicia,"rgb(180, 134, 9)",6716px,962px,100%,20211202
irish indie rock,"rgb(170, 126, 47)",6801px,385px,100%,20211202
alte,"rgb(146, 145, 16)",8542px,1000px,102%,20211202
musica triste brasileira,"rgb(120, 154, 16)",10864px,888px,102%,20211202
cincinnati indie,"rgb(174, 121, 50)",8716px,391px,100%,20211202
blues-rock guitar,"rgb(163, 129, 22)",10456px,836px,100%,20211202
uk hip hop,"rgb(176, 129, 21)",9004px,1047px,109%,20211202
japanese indie rock,"rgb(195, 115, 33)",4816px,373px,101%,20211202
muzica banateana,"rgb(145, 145, 32)",13469px,863px,100%,20211202
philly indie,"rgb(175, 120, 53)",9582px,362px,103%,20211202
drift,"rgb(59, 149, 219)",17030px,84px,101%,20211202
nz alternative rock,"rgb(187, 108, 65)",7608px,358px,100%,20211202
ghanaian alternative,"rgb(162, 139, 23)",10088px,1080px,102%,20211202
scottish metal,"rgb(221, 84, 71)",5904px,210px,101%,20211202
tar,"rgb(84, 159, 146)",18036px,755px,100%,20211202
polish classical piano,"rgb(29, 165, 217)",20524px,518px,100%,20211202
technical groove metal,"rgb(226, 69, 97)",5733px,270px,100%,20211202
chinese opera,"rgb(51, 158, 75)",20312px,632px,100%,20211202
sevillanas,"rgb(162, 130, 11)",11829px,803px,101%,20211202
argentine heavy metal,"rgb(213, 97, 32)",8051px,295px,101%,20211202
odia bhajan,"rgb(176, 131, 3)",13655px,781px,100%,20211202
orgcore,"rgb(225, 83, 26)",7792px,278px,101%,20211202
manitoba country,"rgb(153, 140, 4)",7510px,543px,100%,20211202
post-post-hardcore,"rgb(226, 88, 27)",3983px,221px,101%,20211202
old school thrash,"rgb(228, 69, 62)",9133px,248px,105%,20211202
swedish melodeath,"rgb(233, 71, 91)",5282px,165px,102%,20211202
thrash metal,"rgb(231, 68, 62)",8937px,259px,105%,20211202
deep melodic death metal,"rgb(229, 81, 78)",4485px,201px,100%,20211202
texas hardcore,"rgb(229, 74, 63)",8740px,243px,100%,20211202
folk metal,"rgb(214, 96, 67)",5436px,203px,102%,20211202
power-pop punk,"rgb(227, 82, 29)",6718px,298px,101%,20211202
japanese death metal,"rgb(232, 65, 125)",7021px,147px,100%,20211202
handbells,"rgb(41, 167, 124)",17242px,257px,100%,20211202
birdsong,"rgb(176, 0, 181)",16025px,215px,100%,20211202
sarod,"rgb(114, 141, 154)",17625px,840px,100%,20211202
modern salsa,"rgb(199, 134, 2)",10778px,1015px,103%,20211202
cumbia uruguaya,"rgb(166, 141, 4)",11746px,991px,101%,20211202
hard alternative,"rgb(210, 107, 14)",4009px,261px,101%,20211202
piseiro,"rgb(210, 143, 3)",4789px,1223px,103%,20211202
belgian black metal,"rgb(200, 69, 154)",9924px,60px,100%,20211202
fuji,"rgb(206, 105, 14)",11434px,1106px,100%,20211202
nz metal,"rgb(220, 79, 101)",6911px,199px,100%,20211202
deep comedy,"rgb(159, 73, 1)",17771px,1075px,101%,20211202
finnish choir,"rgb(37, 154, 62)",20105px,170px,100%,20211202
mexican hardcore,"rgb(229, 78, 44)",8026px,302px,100%,20211202
vallenato,"rgb(178, 136, 2)",10051px,1147px,104%,20211202
lithuanian metal,"rgb(214, 80, 96)",6923px,152px,100%,20211202
swedish doom metal,"rgb(181, 119, 80)",8603px,179px,101%,20211202
montana metal,"rgb(215, 87, 78)",7033px,230px,100%,20211202
deep breakcore,"rgb(191, 112, 132)",4301px,745px,100%,20211202
cancion infantil latinoamericana,"rgb(107, 152, 37)",12065px,1000px,103%,20211202
uk bass,"rgb(169, 139, 157)",3439px,940px,102%,20211202
taiwan experimental,"rgb(136, 124, 128)",12120px,536px,100%,20211202
neo-kraut,"rgb(161, 131, 168)",6942px,488px,100%,20211202
arab electronic,"rgb(174, 144, 163)",1704px,1137px,101%,20211202
russian experimental electronic,"rgb(163, 134, 171)",5734px,840px,100%,20211202
barbershop,"rgb(77, 141, 20)",15284px,527px,100%,20211202
lithuanian folk,"rgb(114, 150, 96)",9690px,736px,100%,20211202
vaporwave,"rgb(149, 133, 158)",7915px,534px,101%,20211202
choro,"rgb(98, 152, 101)",16312px,870px,101%,20211202
cosmic uplifting trance,"rgb(228, 114, 190)",820px,589px,100%,20211202
german orchestra,"rgb(47, 150, 136)",19524px,306px,100%,20211202
rock-and-roll,"rgb(128, 129, 18)",14384px,774px,108%,20211202
japanese jazz,"rgb(112, 143, 131)",14125px,805px,101%,20211202
scottish folk,"rgb(98, 161, 52)",14502px,512px,101%,20211202
albany ny indie,"rgb(159, 128, 30)",10729px,494px,100%,20211202
kenyan pop,"rgb(174, 135, 20)",6926px,994px,100%,20211202
alt-idol,"rgb(221, 107, 32)",2499px,475px,100%,20211202
indie rock peruano,"rgb(176, 128, 42)",6176px,431px,100%,20211202
street punk,"rgb(230, 71, 42)",8639px,287px,100%,20211202
scottish indie folk,"rgb(94, 157, 36)",13667px,427px,100%,20211202
italian baroque ensemble,"rgb(34, 167, 49)",18849px,367px,100%,20211202
rap cearense,"rgb(145, 146, 8)",8832px,1045px,102%,20211202
nashville indie,"rgb(158, 131, 36)",9231px,460px,101%,20211202
lustrum,"rgb(147, 139, 29)",8144px,918px,100%,20211202
turkish rock,"rgb(152, 134, 26)",9145px,539px,106%,20211202
southern rock,"rgb(179, 112, 30)",11271px,514px,105%,20211202
heartland rock,"rgb(167, 121, 15)",9951px,523px,109%,20211202
estonian rock,"rgb(143, 131, 22)",11457px,462px,100%,20211202
miami metal,"rgb(211, 87, 89)",8161px,235px,100%,20211202
russian orchestra,"rgb(48, 154, 181)",19212px,268px,100%,20211202
futuristic swag,"rgb(165, 139, 1)",3718px,1053px,101%,20211202
canadian psychedelic rock,"rgb(174, 124, 91)",9382px,291px,100%,20211202
rock gotico,"rgb(187, 119, 88)",4301px,393px,100%,20211202
musica hondurena,"rgb(177, 128, 30)",10348px,1068px,100%,20211202
trap,"rgb(165, 139, 3)",5200px,1069px,126%,20211202
canadian trap,"rgb(148, 152, 2)",5456px,1064px,104%,20211202
rock curitibano,"rgb(195, 112, 20)",6863px,512px,100%,20211202
classic israeli pop,"rgb(129, 143, 11)",11979px,672px,102%,20211202
indy indie,"rgb(138, 140, 33)",11533px,499px,100%,20211202
turkish jazz,"rgb(114, 145, 47)",14174px,618px,104%,20211202
swedish singer-songwriter,"rgb(111, 152, 39)",13533px,574px,102%,20211202
derry indie,"rgb(144, 139, 27)",11235px,488px,100%,20211202
dweilorkest,"rgb(157, 103, 108)",12696px,743px,100%,20211202
deep motown,"rgb(148, 128, 21)",13705px,745px,100%,20211202
russian grime,"rgb(183, 134, 13)",7969px,1008px,102%,20211202
south carolina hip hop,"rgb(160, 143, 2)",3731px,1053px,103%,20211202
musica baiana,"rgb(128, 148, 27)",10286px,894px,100%,20211202
palestinian traditional,"rgb(102, 150, 94)",14528px,682px,100%,20211202
rock dominicano,"rgb(198, 104, 39)",8430px,411px,100%,20211202
black americana,"rgb(136, 141, 13)",11395px,771px,104%,20211202
deep darkpsy,"rgb(235, 109, 182)",834px,890px,100%,20211202
chinese indie,"rgb(134, 143, 26)",9558px,553px,103%,20211202
musica santomense,"rgb(183, 139, 20)",4922px,1000px,100%,20211202
circassian folk,"rgb(167, 136, 52)",6882px,696px,100%,20211202
k-rap,"rgb(180, 131, 20)",6385px,1036px,105%,20211202
j-pop,"rgb(187, 123, 21)",4777px,530px,113%,20211202
sambass,"rgb(202, 136, 114)",1856px,1101px,100%,20211202
volkstumliche musik,"rgb(183, 130, 14)",5746px,805px,100%,20211202
south african r&b,"rgb(117, 155, 15)",10568px,942px,100%,20211202
pittsburgh rap,"rgb(161, 141, 4)",8007px,1010px,106%,20211202
mexican pop,"rgb(176, 135, 4)",5107px,776px,113%,20211202
thai rock,"rgb(166, 134, 11)",5095px,596px,101%,20211202
ngoni,"rgb(142, 143, 54)",12261px,1032px,100%,20211202
hungarian choir,"rgb(41, 148, 49)",19418px,232px,100%,20211202
rap ecuatoriano,"rgb(173, 131, 11)",5934px,1135px,100%,20211202
drone rock,"rgb(143, 114, 182)",11975px,135px,100%,20211202
g funk,"rgb(171, 123, 5)",4419px,1186px,106%,20211202
guqin,"rgb(28, 154, 135)",20033px,968px,100%,20211202
modern free jazz,"rgb(90, 138, 118)",16130px,629px,100%,20211202
german country,"rgb(158, 130, 28)",8902px,792px,101%,20211202
classical flute,"rgb(39, 168, 166)",18946px,427px,100%,20211202
indie folk italiano,"rgb(128, 147, 23)",10486px,691px,100%,20211202
german choir,"rgb(46, 152, 28)",19536px,278px,100%,20211202
brazilian ccm,"rgb(126, 148, 12)",11668px,534px,102%,20211202
orebro indie,"rgb(171, 122, 55)",8852px,415px,100%,20211202
jewish pop,"rgb(157, 134, 12)",10296px,581px,101%,20211202
liverpool indie,"rgb(168, 128, 31)",8308px,452px,102%,20211202
lafayette indie,"rgb(158, 132, 25)",10270px,536px,100%,20211202
indie folk argentino,"rgb(99, 157, 24)",12507px,812px,100%,20211202
jazz vibraphone,"rgb(90, 150, 93)",16116px,938px,100%,20211202
classical string trio,"rgb(25, 173, 129)",19812px,387px,100%,20211202
australian indigenous,"rgb(139, 143, 14)",9988px,696px,101%,20211202
british invasion,"rgb(151, 125, 31)",11607px,644px,108%,20211202
indie platense,"rgb(162, 135, 38)",8260px,488px,100%,20211202
anime latino,"rgb(191, 122, 25)",4248px,572px,101%,20211202
prog quebec,"rgb(139, 134, 72)",13077px,510px,100%,20211202
french oi,"rgb(220, 86, 29)",6372px,401px,100%,20211202
